Depth,True Vertical Depth,Borehole Northing,Borehole Easting,Total Deviation,Total Deviation
50,49.9579,1.51603,0.15934,1.52438,3.04752
51,50.9562,1.57366,0.1654,1.58232,3.10216
52,51.9543,1.6348,0.17182,1.6438,3.1615
53,52.9521,1.69962,0.17864,1.70898,3.22564
54,53.9496,1.77269,0.18632,1.78245,3.2996
55,54.9461,1.85415,0.19488,1.86436,3.38931
56,55.943,1.93228,0.20309,1.94293,3.46988
57,56.9396,2.01172,0.21144,2.0228,3.54996
58,57.9361,2.09827,0.22054,2.10983,3.63638
59,58.9326,2.18117,0.22925,2.19319,3.71682
60,59.9291,2.26219,0.23777,2.27465,3.79145
61,60.9256,2.34499,0.24647,2.35791,3.86663
62,61.9223,2.42876,0.25527,2.44214,3.93766
63,62.9189,2.50941,0.26375,2.52323,4.00469
64,63.9157,2.58714,0.27192,2.60139,4.06506
65,64.9123,2.66842,0.28046,2.68312,4.1291
66,65.9086,2.75618,0.28969,2.77137,4.19778
67,66.9054,2.83499,0.29797,2.85061,4.25421
68,67.902,2.91533,0.30641,2.93139,4.31126
69,68.8991,2.99041,0.31431,3.00688,4.35902
70,69.896,3.07116,0.32279,3.08808,4.4103
71,70.8928,3.14957,0.33103,3.16692,4.46003
72,71.8891,3.23386,0.33989,3.25167,4.51661
73,72.8851,3.32166,0.34912,3.33995,4.57649
74,73.8816,3.40776,0.35817,3.42653,4.62922
75,74.8784,3.48661,0.36646,3.50582,4.67401
76,75.8753,3.56349,0.37454,3.58312,4.71503
77,76.8721,3.6419,0.38278,3.66196,4.75699
78,77.8686,3.72754,0.39178,3.74808,4.80403
79,78.8652,3.80838,0.40028,3.82935,4.84689
80,79.8621,3.88602,0.40844,3.90742,4.88468
81,80.8586,3.96698,0.41695,3.98884,4.92568
82,81.855,4.0543,0.42612,4.07663,4.97033
83,82.8505,4.14734,0.4359,4.17019,5.02394
84,83.8464,4.23653,0.44528,4.25986,5.07167
85,84.843,4.31696,0.45373,4.34074,5.10793
86,85.8398,4.39933,0.46239,4.42356,5.14252
87,86.837,4.47342,0.47018,4.49806,5.16981
88,87.834,4.54796,0.47801,4.57301,5.197
89,88.8311,4.62254,0.48585,4.648,5.22364
90,89.8274,4.7117,0.49522,4.73765,5.26294
91,90.8232,4.80169,0.50468,4.82814,5.30529
92,91.8185,4.89568,0.51456,4.92264,5.3511
93,92.8144,4.98522,0.52397,5.01268,5.39114
94,93.8097,5.08448,0.5344,5.11248,5.43772
95,94.8055,5.17488,0.5439,5.20338,5.4769
96,95.8015,5.26162,0.55427,5.29074,5.51159
97,96.7982,5.3406,0.56372,5.37027,5.5375
98,97.7952,5.42031,0.57274,5.45049,5.56065
99,98.7925,5.49225,0.5823,5.52303,5.57849
100,99.7899,5.56156,0.59511,5.59331,5.59371
101,100.788,5.62724,0.6084,5.66003,5.60511
102,101.785,5.69921,0.62152,5.733,5.61955
103,102.783,5.768,0.63243,5.80257,5.63325
104,103.78,5.83705,0.64488,5.87256,5.64709
105,104.778,5.90255,0.65775,5.93909,5.65737
106,105.776,5.96953,0.67252,6.00729,5.66626
107,106.773,6.03904,0.68731,6.07803,5.6801
108,107.77,6.11042,0.70273,6.1507,5.69548
109,108.767,6.18633,0.72296,6.22843,5.71523
110,109.764,6.26909,0.74273,6.31294,5.73807
111,110.761,6.34258,0.76336,6.38835,5.75498
112,111.757,6.42027,0.78639,6.46825,5.77561
113,112.754,6.49793,0.80891,6.54808,5.79582
114,113.75,6.58351,0.83017,6.63565,5.81981
115,114.747,6.66379,0.8522,6.71806,5.84152
116,115.743,6.74521,0.87606,6.80186,5.86406
117,116.74,6.82175,0.90194,6.88112,5.88234
118,117.736,6.90394,0.93021,6.96632,5.90275
119,118.733,6.9754,0.95844,7.04094,5.91649
120,119.73,7.03662,0.99135,7.10611,5.92214
121,120.728,7.09991,1.02697,7.1738,5.92978
122,121.725,7.16303,1.06503,7.24178,5.935
123,122.722,7.23281,1.09995,7.31597,5.94769
124,123.718,7.31037,1.12867,7.39699,5.96569
125,124.715,7.38258,1.15886,7.47298,5.97939
126,125.712,7.45636,1.18829,7.55046,5.99157
127,126.709,7.5251,1.22003,7.62336,6.00241
128,127.706,7.60135,1.25741,7.70465,6.01964
129,128.702,7.67563,1.29618,7.78431,6.03533
130,129.698,7.75388,1.33966,7.86876,6.05206
131,130.694,7.83147,1.38142,7.95237,6.07029
132,131.69,7.91009,1.42363,8.03718,6.08915
133,132.686,7.98237,1.46678,8.11601,6.10323
134,133.683,8.05575,1.5161,8.19717,6.11648
135,134.679,8.12461,1.56503,8.27397,6.12865
136,135.675,8.19601,1.61595,8.3538,6.14287
137,136.671,8.26898,1.66714,8.43536,6.15815
138,137.667,8.33523,1.72452,8.51176,6.16715
139,138.663,8.40395,1.7792,8.59023,6.17981
140,139.659,8.47316,1.83617,8.66983,6.19311
141,140.655,8.54542,1.89282,8.75254,6.20842
142,141.651,8.61852,1.95548,8.83757,6.22287
143,142.646,8.69451,2.01538,8.92504,6.24109
144,143.641,8.77312,2.07767,9.01579,6.26133
145,144.635,8.85285,2.14084,9.10803,6.28233
146,145.63,8.93091,2.20683,9.19953,6.30029
147,146.625,9.00976,2.27203,9.29181,6.32077
148,147.62,9.07993,2.3402,9.37665,6.33594
149,148.615,9.15237,2.40676,9.46353,6.35228
150,149.61,9.22774,2.48054,9.55532,6.36948
151,150.604,9.30783,2.54926,9.65062,6.39095
152,151.599,9.38581,2.61708,9.74384,6.41079
153,152.594,9.45136,2.68809,9.82619,6.42326
154,153.589,9.51549,2.76555,9.90923,6.43385
155,154.585,9.57554,2.83891,9.98751,6.44338
156,155.58,9.63977,2.91305,10.0703,6.45569
157,156.574,9.70874,2.98988,10.1587,6.47141
158,157.569,9.77421,3.07209,10.2456,6.48387
159,158.564,9.83552,3.14956,10.3275,6.49511
160,159.559,9.89452,3.22994,10.4084,6.50559
161,160.553,9.95498,3.31087,10.4911,6.51711
162,161.548,10.0142,3.40383,10.5769,6.52827
163,162.542,10.0731,3.48968,10.6605,6.54001
164,163.537,10.1384,3.56721,10.7477,6.55381
165,164.532,10.1997,3.64448,10.8313,6.5653
166,165.527,10.2641,3.72871,10.9204,6.5779
167,166.521,10.322,3.8112,11.0031,6.58854
168,167.516,10.378,3.89192,11.0838,6.59785
169,168.512,10.4327,3.97123,11.163,6.60618
170,169.506,10.4886,4.06095,11.2473,6.6154
171,170.5,10.5418,4.15338,11.3305,6.6259
172,171.495,10.5941,4.24583,11.4133,6.63597
173,172.489,10.6504,4.33409,11.4985,6.64739
174,173.483,10.7157,4.42106,11.5919,6.66138
175,174.478,10.7788,4.5042,11.6821,6.67534
176,175.472,10.8438,4.59065,11.7755,6.691
177,176.466,10.9076,4.68018,11.8693,6.70666
178,177.459,10.9761,4.77627,11.9703,6.72427
179,178.453,11.0375,4.86604,12.0625,6.73869
180,179.447,11.0979,4.95517,12.1539,6.75253
181,180.441,11.1573,5.04591,12.2452,6.76617
182,181.435,11.2127,5.1401,12.3347,6.77672
183,182.43,11.2671,5.2298,12.4217,6.78767
184,183.424,11.3193,5.31806,12.5064,6.7973
185,184.418,11.3743,5.41455,12.5973,6.81016
186,185.411,11.4398,5.51928,12.7016,6.82822
187,186.403,11.5023,5.62026,12.802,6.84587
188,187.396,11.5628,5.72032,12.9004,6.86229
189,188.388,11.6245,5.82785,13.0035,6.881
190,189.381,11.6825,5.94319,13.1073,6.898
191,190.373,11.7379,6.05077,13.2057,6.91386
192,191.366,11.7927,6.15224,13.3011,6.928
193,192.36,11.8535,6.24699,13.3989,6.94324
194,193.353,11.9168,6.34685,13.5016,6.95901
195,194.347,11.9785,6.44154,13.6006,6.97457
196,195.34,12.0434,6.53651,13.7029,6.99163
197,196.333,12.1064,6.63007,13.803,7.00743
198,197.327,12.1746,6.72771,13.9098,7.02459
199,198.32,12.2422,6.8221,14.0147,7.04246
200,199.313,12.3097,6.91674,14.1199,7.06029
201,200.306,12.3789,7.01129,14.2266,7.07871
202,201.299,12.4491,7.1113,14.3371,7.097
203,202.291,12.5154,7.20947,14.4434,7.11489
204,203.284,12.5819,7.30988,14.5512,7.1333
205,204.276,12.6496,7.41141,14.6609,7.15248
206,205.268,12.725,7.51553,14.7786,7.17355
207,206.261,12.7959,7.61295,14.8893,7.19282
208,207.253,12.8676,7.71068,15.001,7.21239
209,208.247,12.9326,7.80038,15.1029,7.22707
210,209.24,13.0024,7.89943,15.214,7.24421
211,210.233,13.0722,7.99403,15.3228,7.2619
212,211.225,13.1482,8.09722,15.4415,7.28407
213,212.217,13.2272,8.19231,15.5587,7.30536
214,213.209,13.3112,8.28873,15.6809,7.32701
215,214.201,13.3925,8.38112,15.7988,7.34819
216,215.193,13.4739,8.47472,15.9175,7.36959
217,216.185,13.5543,8.56972,16.0362,7.39076
218,217.177,13.6377,8.66983,16.1602,7.41244
219,218.17,13.715,8.76065,16.2742,7.43108
220,219.162,13.794,8.85222,16.3901,7.45042
221,220.154,13.8804,8.94464,16.5128,7.47267
222,221.146,13.9667,9.04235,16.6383,7.49423
223,222.138,14.0499,9.14248,16.7626,7.5168
224,223.129,14.1316,9.24336,16.8861,7.53881
225,224.119,14.219,9.34745,17.0163,7.56361
226,225.109,14.3191,9.45382,17.1585,7.59173
227,226.1,14.4168,9.54973,17.2928,7.61793
228,227.09,14.5132,9.64195,17.4241,7.64252
229,228.081,14.6093,9.73401,17.5551,7.66681
230,229.072,14.7089,9.83109,17.6919,7.69162
231,230.063,14.802,9.92854,17.8234,7.7157
232,231.054,14.8926,10.027,17.9535,7.73897
233,232.044,14.9824,10.1277,18.0844,7.76233
234,233.034,15.0822,10.2333,18.2262,7.78848
235,234.026,15.1679,10.3314,18.3522,7.80939
236,235.017,15.2537,10.4272,18.4771,7.82965
237,236.009,15.3354,10.5174,18.5954,7.84696
238,237.002,15.4229,10.6125,18.7214,7.86565
239,237.994,15.4983,10.705,18.836,7.8811
240,238.986,15.5828,10.8001,18.9596,7.9002
241,239.978,15.6641,10.8942,19.08,7.91782
242,240.97,15.7599,10.9857,19.2109,7.93792
243,241.962,15.8405,11.0734,19.3273,7.95355
244,242.954,15.9281,11.1641,19.451,7.97209
245,243.946,16.0047,11.2592,19.5683,7.98787
246,244.938,16.0888,11.359,19.6946,8.00544
247,245.931,16.1669,11.4529,19.8126,8.02124
248,246.922,16.2558,11.5452,19.9385,8.04009
249,247.914,16.3445,11.6384,20.0648,8.05893
250,248.905,16.4411,11.7351,20.1996,8.07937
251,249.896,16.535,11.8281,20.33,8.09955
252,250.887,16.6287,11.9206,20.46,8.11943
253,251.878,16.7221,12.014,20.5904,8.1393
254,252.869,16.8197,12.1108,20.7262,8.15946
255,253.86,16.9124,12.2034,20.8555,8.1786
256,254.852,17.0052,12.2943,20.984,8.19724
257,255.843,17.0944,12.3843,21.109,8.21443
258,256.835,17.1843,12.4792,21.2375,8.23115
259,257.828,17.2615,12.5731,21.3551,8.24519
260,258.82,17.3405,12.6695,21.4757,8.26028
261,259.811,17.4293,12.7629,21.6026,8.27764
262,260.802,17.5304,12.8615,21.7424,8.29818
263,261.793,17.6276,12.9512,21.8738,8.31702
264,262.783,17.7244,13.0448,22.0073,8.33647
265,263.774,17.8219,13.1371,22.1406,8.35572
266,264.765,17.9267,13.2305,22.2804,8.37564
267,265.756,18.0236,13.3189,22.4108,8.39351
268,266.747,18.1188,13.4079,22.5403,8.41094
269,267.739,18.2092,13.4984,22.6668,8.42709
270,268.73,18.3044,13.5954,22.801,8.4444
271,269.721,18.3974,13.6892,22.9316,8.46182
272,270.712,18.4974,13.7784,23.0651,8.4802
273,271.703,18.5981,13.8678,23.1993,8.49869
274,272.693,18.7028,13.9634,23.3404,8.51796
275,273.684,18.8018,14.0553,23.4747,8.53622
276,274.674,18.9023,14.1465,23.6098,8.55465
277,275.665,19.0013,14.2361,23.7428,8.57218
278,276.656,19.1066,14.331,23.8838,8.59089
279,277.646,19.2082,14.4213,24.0193,8.60906
280,278.636,19.3165,14.511,24.1598,8.62889
281,279.626,19.4259,14.6018,24.3018,8.64911
282,280.615,19.5379,14.6985,24.4495,8.66961
283,281.606,19.6363,14.7922,24.5844,8.68706
284,282.596,19.7352,14.8851,24.7193,8.70435
285,283.587,19.8402,14.9735,24.8564,8.72233
286,284.576,19.9562,15.0664,25.0049,8.74257
287,285.566,20.06,15.161,25.1448,8.76123
288,286.556,20.1583,15.2578,25.2815,8.7787
289,287.546,20.2604,15.3535,25.4208,8.79689
290,288.536,20.3668,15.4575,25.5684,8.81628
291,289.525,20.4697,15.5564,25.7101,8.83509
292,290.516,20.5655,15.6551,25.8462,8.85181
293,291.506,20.664,15.7519,25.9831,8.86875
294,292.496,20.7655,15.8519,26.1245,8.88549
295,293.486,20.8647,15.9496,26.2626,8.90259
296,294.476,20.9656,16.0483,26.4027,8.92023
297,295.466,21.0644,16.1502,26.5431,8.93787
298,296.455,21.1675,16.2568,26.6898,8.95592
299,297.445,21.261,16.3601,26.8269,8.97221
300,298.435,21.3591,16.462,26.9668,8.98932
301,299.424,21.4648,16.569,27.1158,9.00781
302,300.414,21.5658,16.669,27.2569,9.02508
303,301.404,21.6604,16.7704,27.3938,9.04087
304,302.394,21.7611,16.8702,27.5345,9.0578
305,303.384,21.8646,16.9743,27.6801,9.07467
306,304.373,21.9676,17.0715,27.821,9.09147
307,305.363,22.0651,17.1702,27.9586,9.10705
308,306.353,22.164,17.2697,28.0977,9.12304
309,307.343,22.2649,17.3771,28.2434,9.1395
310,308.333,22.3608,17.4809,28.3828,9.15538
311,309.322,22.4597,17.585,28.5249,9.172
312,310.311,22.5619,17.6888,28.6694,9.18931
313,311.301,22.6677,17.7948,28.818,9.20628
314,312.29,22.7662,17.8996,28.9602,9.22264
315,313.279,22.8602,18.0073,29.1008,9.23836
316,314.268,22.9563,18.117,29.2441,9.25485
317,315.257,23.0592,18.2336,29.3971,9.27279
318,316.245,23.1639,18.3422,29.5466,9.29104
319,317.233,23.2689,18.4527,29.6976,9.30961
320,318.222,23.3714,18.5628,29.8463,9.32737
321,319.21,23.4787,18.6778,30.0019,9.34564
322,320.199,23.5767,18.7889,30.1477,9.36229
323,321.188,23.6753,18.8972,30.2923,9.37845
324,322.177,23.7756,19.0051,30.438,9.39484
325,323.165,23.8864,19.1183,30.5953,9.4132
326,324.153,23.9905,19.2267,30.7443,9.4304
327,325.142,24.0889,19.3377,30.8905,9.44665
328,326.131,24.1771,19.4514,31.0305,9.46091
329,327.12,24.2716,19.5695,31.1781,9.47591
330,328.11,24.3669,19.6785,31.3207,9.49079
331,329.098,24.473,19.7865,31.4712,9.50794
332,330.085,24.5838,19.8949,31.6254,9.52613
333,331.073,24.698,20.0133,31.7888,9.54546
334,332.06,24.8037,20.1292,31.9438,9.56368
335,333.048,24.9036,20.2464,32.0952,9.5807
336,334.036,25.0023,20.3619,32.2447,9.59705
337,335.023,25.1071,20.4854,32.404,9.61472
338,336.011,25.2118,20.6037,32.5599,9.63277
339,336.997,25.3265,20.7219,32.7236,9.653
340,337.982,25.4385,20.8449,32.8881,9.67338
341,338.968,25.5558,20.9724,33.0597,9.69421
342,339.955,25.6662,21.0891,33.2191,9.71285
343,340.941,25.7803,21.205,33.3808,9.73206
344,341.927,25.8957,21.3248,33.546,9.75215
345,342.911,26.024,21.4541,33.7273,9.77533
346,343.896,26.1382,21.5814,33.8964,9.79631
347,344.881,26.2544,21.7106,34.0682,9.81797
348,345.865,26.376,21.8348,34.2411,9.83982
349,346.849,26.5094,21.9596,34.4235,9.86277
350,347.834,26.6348,22.0778,34.5954,9.88406
351,348.818,26.7612,22.1976,34.7692,9.9058
352,349.802,26.8923,22.3167,34.9462,9.9283
353,350.786,27.0254,22.4486,35.1328,9.95194
354,351.77,27.1489,22.574,35.3079,9.97368
355,352.753,27.2739,22.6983,35.4835,9.9954
356,353.737,27.4044,22.8232,35.6637,10.0183
357,354.719,27.5401,22.9576,35.854,10.0425
358,355.703,27.6688,23.0847,36.0342,10.0651
359,356.685,27.8003,23.2112,36.2162,10.0881
360,357.668,27.9307,23.3367,36.3968,10.1106
361,358.651,28.0696,23.4712,36.5896,10.1349
362,359.634,28.1926,23.6028,36.7684,10.1567
363,360.617,28.3169,23.736,36.9492,10.1789
364,361.6,28.4393,23.8705,37.1294,10.2008
365,362.581,28.5748,24.0137,37.3253,10.2254
366,363.563,28.7048,24.1507,37.513,10.2491
367,364.545,28.8326,24.2874,37.6988,10.2722
368,365.527,28.9572,24.4249,37.8827,10.2946
369,366.51,29.0847,24.5671,38.0718,10.3169
370,367.493,29.2114,24.6995,38.254,10.3386
371,368.475,29.3374,24.8326,38.4362,10.3602
372,369.457,29.4668,24.9664,38.6214,10.3825
373,370.439,29.6008,25.1086,38.8156,10.4057
374,371.421,29.7326,25.2449,39.0042,10.4286
375,372.401,29.8673,25.3856,39.198,10.4529
376,373.381,30.008,25.525,39.3955,10.478
377,374.36,30.1557,25.6719,39.6032,10.5042
378,375.341,30.2965,25.8078,39.7985,10.5284
379,376.32,30.4355,25.9476,39.995,10.5528
380,377.3,30.574,26.088,40.1914,10.5771
381,378.28,30.7182,26.2373,40.3981,10.6025
382,379.26,30.8564,26.3783,40.5947,10.6266
383,380.24,30.9956,26.5183,40.7915,10.6506
384,381.218,31.142,26.6574,40.9932,10.6757
385,382.197,31.2966,26.8082,41.2087,10.7029
386,383.173,31.4488,26.9545,41.4195,10.7302
387,384.151,31.5938,27.1015,41.6253,10.756
388,385.13,31.7293,27.2487,41.824,10.7798
389,386.111,31.8677,27.3962,42.025,10.8027
390,387.091,32.006,27.5393,42.2232,10.8262
391,388.07,32.1435,27.687,42.4237,10.8501
392,389.049,32.283,27.8298,42.6226,10.8736
393,390.029,32.4291,27.9763,42.829,10.8973
394,391.008,32.5728,28.1151,43.0285,10.9206
395,391.987,32.717,28.2602,43.2324,10.945
396,392.965,32.8524,28.4102,43.4329,10.9684
397,393.945,32.9875,28.5682,43.6385,10.9914
398,394.926,33.11,28.7173,43.8287,11.012
399,395.906,33.2339,28.8654,44.0194,11.0325
400,396.887,33.3559,29.0141,44.209,11.0527
401,397.868,33.4826,29.1749,44.4101,11.0742
402,398.848,33.6054,29.3259,44.6019,11.0947
403,399.828,33.733,29.4721,44.7942,11.1153
404,400.808,33.8692,29.6143,44.9904,11.1367
405,401.788,34.0084,29.7663,45.1951,11.1587
406,402.767,34.1367,29.9211,45.3937,11.1805
407,403.746,34.2647,30.0762,45.5922,11.2021
408,404.726,34.3842,30.2343,45.7863,11.2226
409,405.706,34.521,30.391,45.9925,11.2445
410,406.687,34.6474,30.5362,46.1833,11.264
411,407.666,34.7833,30.6844,46.3833,11.2856
412,408.645,34.9129,30.8372,46.5816,11.3067
413,409.624,35.0495,30.9993,46.7913,11.329
414,410.602,35.1786,31.1571,46.9925,11.3506
415,411.582,35.3037,31.3116,47.1886,11.3708
416,412.561,35.4295,31.4638,47.3838,11.3908
417,413.542,35.5596,31.622,47.5861,11.4109
418,414.522,35.6824,31.771,47.7769,11.4296
419,415.503,35.8016,31.9203,47.9652,11.4476
420,416.485,35.9165,32.0715,48.1516,11.4651
421,417.465,36.0372,32.2371,48.352,11.4844
422,418.445,36.1563,32.3946,48.5457,11.5035
423,419.424,36.2766,32.5525,48.7407,11.5227
424,420.404,36.3933,32.7118,48.9339,11.5415
425,421.384,36.5197,32.8762,49.1379,11.5612
426,422.364,36.6403,33.0327,49.3322,11.5801
427,423.343,36.7596,33.1905,49.5265,11.5988
428,424.323,36.88,33.3496,49.7225,11.6179
429,425.303,37.0009,33.5181,49.9252,11.637
430,426.283,37.1165,33.6778,50.1182,11.6551
431,427.262,37.2337,33.8382,50.3127,11.6736
432,428.241,37.3515,34.0026,50.5105,11.6927
433,429.219,37.4809,34.1774,50.7239,11.7139
434,430.197,37.6004,34.344,50.9245,11.7335
435,431.176,37.7222,34.5045,51.1226,11.7524
436,432.155,37.8406,34.6633,51.3172,11.7705
437,433.135,37.9662,34.8281,51.5211,11.7891
438,434.115,38.0846,34.9857,51.7149,11.8068
439,435.095,38.2037,35.1424,51.9087,11.8244
440,436.074,38.3309,35.2975,52.1073,11.843
441,437.053,38.4664,35.4608,52.3176,11.8628
442,438.032,38.5931,35.6171,52.5167,11.8814
443,439.011,38.7155,35.7744,52.7134,11.8993
444,439.991,38.835,35.932,52.908,11.9167
445,440.971,38.9603,36.0949,53.1107,11.9344
446,441.952,39.0783,36.2458,53.2998,11.9504
447,442.933,39.2003,36.3941,53.4902,11.9666
448,443.914,39.319,36.5443,53.6793,11.9824
449,444.894,39.4477,36.7049,53.8829,12.0001
450,445.874,39.5679,36.8596,54.0764,12.0167
451,446.854,39.6959,37.0117,54.2737,12.0342
452,447.833,39.8272,37.1624,54.4725,12.0519
453,448.814,39.958,37.319,54.6749,12.069
454,449.794,40.0791,37.4678,54.865,12.0846
455,450.775,40.1964,37.6206,55.0551,12.1001
456,451.755,40.321,37.7758,55.2521,12.1172
457,452.734,40.449,37.9443,55.4607,12.1353
458,453.713,40.5659,38.1037,55.6551,12.1515
459,454.694,40.6826,38.2604,55.8474,12.1673
460,455.673,40.8052,38.415,56.0427,12.1837
461,456.653,40.9379,38.5778,56.2508,12.2013
462,457.631,41.0704,38.731,56.4523,12.2189
463,458.612,41.1892,38.8856,56.6449,12.2344
464,459.593,41.3071,39.0361,56.8339,12.2492
465,460.574,41.4373,39.1867,57.032,12.2644
466,461.555,41.564,39.3288,57.2217,12.2791
467,462.536,41.6922,39.4761,57.416,12.2948
468,463.515,41.8173,39.6312,57.6136,12.3111
469,464.494,41.9492,39.7977,57.8238,12.3286
470,465.473,42.0733,39.9565,58.0231,12.3451
471,466.452,42.1942,40.1143,58.2195,12.361
472,467.431,42.3194,40.2726,58.4193,12.3775
473,468.41,42.4517,40.4378,58.6291,12.3946
474,469.39,42.571,40.5962,58.8247,12.4101
475,470.369,42.6914,40.7546,59.0211,12.4256
476,471.348,42.812,40.915,59.2191,12.4415
477,472.327,42.9458,41.0836,59.4324,12.4591
478,473.305,43.0738,41.2453,59.6366,12.4761
479,474.283,43.2025,41.4049,59.84,12.4928
480,475.261,43.3311,41.5633,60.0424,12.5093
481,476.24,43.4635,41.7293,60.2529,12.5261
482,477.22,43.5842,41.8862,60.4486,12.541
483,478.2,43.7026,42.0426,60.6423,12.5555
484,479.18,43.8203,42.1979,60.8349,12.5697
485,480.16,43.945,42.3611,61.0379,12.5846
486,481.14,44.0652,42.5154,61.2316,12.5989
487,482.121,44.1809,42.6731,61.4243,12.6129
488,483.101,44.3009,42.8266,61.6173,12.627
489,484.081,44.4293,42.985,61.8197,12.6415
490,485.061,44.5534,43.1387,62.0158,12.6561
491,486.041,44.6789,43.2925,62.2129,12.6708
492,487.02,44.8065,43.445,62.4107,12.6856
493,487.999,44.9396,43.6097,62.6209,12.7015
494,488.978,45.0658,43.7674,62.8213,12.7167
495,489.956,45.1991,43.927,63.0281,12.7331
496,490.934,45.3283,44.0851,63.231,12.7487
497,491.913,45.4603,44.2522,63.4421,12.7645
498,492.893,45.5754,44.4088,63.6337,12.7777
499,493.873,45.6959,44.5649,63.829,12.7915
500,494.852,45.8226,44.7196,64.0278,12.806
501,495.83,45.9645,44.8833,64.2437,12.8226
502,496.808,46.0966,45.0401,64.4477,12.838
503,497.787,46.2251,45.1971,64.6494,12.8529
504,498.766,46.3501,45.3527,64.8475,12.8671
505,499.745,46.4834,45.5166,65.0574,12.8821
506,500.724,46.6109,45.6731,65.258,12.8967
507,501.702,46.7409,45.8321,65.4621,12.9118
508,502.681,46.8648,45.9926,65.663,12.9263
509,503.661,46.9902,46.1584,65.8686,12.9403
510,504.641,47.1098,46.3131,66.0623,12.9532
511,505.621,47.232,46.4691,66.2588,12.9667
512,506.6,47.3581,46.6259,66.4588,12.9807
513,507.579,47.4881,46.7884,66.6654,12.9947
514,508.56,47.6092,46.94,66.8581,13.0072
515,509.541,47.7274,47.0919,67.0489,13.0194
516,510.521,47.8457,47.2467,67.2418,13.0318
517,511.501,47.9755,47.4094,67.4485,13.0456
518,512.48,48.0998,47.5635,67.6452,13.0588
519,513.459,48.2295,47.7187,67.8466,13.0727
520,514.438,48.3602,47.8751,68.0495,13.0869
521,515.416,48.4979,48.0412,68.2642,13.1021
522,516.394,48.6306,48.1978,68.4687,13.1164
523,517.372,48.7627,48.3528,68.6716,13.1305
524,518.351,48.8943,48.5084,68.8746,13.1445
525,519.33,49.0312,48.6694,69.0852,13.1586
526,520.309,49.158,48.8252,69.285,13.1719
527,521.288,49.2823,48.9808,69.4828,13.1848
528,522.268,49.4077,49.1364,69.6815,13.1977
529,523.247,49.5389,49.301,69.8906,13.2114
530,524.226,49.6633,49.4581,70.0896,13.2243
531,525.205,49.7889,49.6154,70.2895,13.2374
532,526.184,49.9148,49.7738,70.4905,13.2506
533,527.163,50.0473,49.9406,70.7021,13.2645
534,528.141,50.1694,50.1016,70.9024,13.2774
535,529.121,50.2869,50.2615,71.0985,13.2896
536,530.101,50.4035,50.4214,71.294,13.3016
